,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Country,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Cleaned Country,Country Code,Continent Code,Longitude,Latitude,Continent
140,141,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Dakar,Senegal,,,,,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
141,142,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
142,143,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Gaborone,Botswana,,,,None,,55.56,Botswana,BW,AF,24.5928742,-23.1681782,Africa
143,144,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,London,United Kingdom,,,,None,,55.56,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
144,145,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,,,checked,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
145,146,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Kampala,Uganda,,,,None,,61.11,Uganda,UG,AF,32.2166578,1.5333554,Africa
146,147,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
147,148,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
148,149,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
149,150,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
150,151,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,,female,,,214.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
151,152,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Kenya,,,checked,None,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
152,153,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Financial,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
153,154,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Grand Bay,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
154,155,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,,Seattle,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
155,156,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
156,157,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,40-50,214.0,,Nairobi,Kenya,,,,Completed,English; Swahili,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
157,158,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Luanda,Angola,,,,None,,61.11,Angola,AO,AF,17.5691241,-11.8775768,Africa
158,159,RoomMaster,The Room staff,Staff Membership,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Kenya,Social Media,,checked,None,,77.78,Kenya,KE,AF,38.4313975,1.4419683,Africa
159,160,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,20-30,214.0,,Pamplemousses,Mauritius,Education,,,Completed,,72.22,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
160,161,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
161,162,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,female,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
162,163,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Porto-Novo,Benin,,Interview,,Completed,,66.67,Benin,BJ,AF,2.31006719638123,9.2231105,Africa
163,164,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,Kenya,Financial,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
164,165,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
165,166,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Environmental,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
166,167,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
167,168,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,61.0,,,United States of America,,,,,,44.44,United States of America,US,,-100.4458825,39.7837304,North America
168,169,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
169,170,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
170,171,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,123.0,,Sydney,Australia,,,,,,55.56,Australia,AU,OC,134.755,-24.7761086,Oceania
171,172,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,United Kingdom,,,,Completed,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
172,173,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
173,174,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,San Francisco,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
174,175,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
175,176,RoomMaster,Joined post-Sprint - June,Free Trial,Young Leader,ALU Alumni,checked,female,,,153.0,,Nairobi,Kenya,,,checked,,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
176,177,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,checked,Completed,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
177,178,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
178,179,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
179,180,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,,,184.0,,Harare,Zimbabwe,,,,,English,61.11,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
180,181,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Lusaka,Zambia,,,checked,,,61.11,Zambia,ZM,AF,27.5589884,-14.5189121,Africa
181,182,RoomMaster,The Room staff,Founding Member,Mid-career Leader,Staff Alumni,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
182,183,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Financial,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
183,184,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Tema,Ghana,,,,,,55.56,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
184,185,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Accra,Ghana,,,,,,55.56,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
185,186,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,,female,,,214.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
186,187,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
187,188,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Monrovia,Liberia,,,,None,,61.11,Liberia,LR,AF,-9.3658524,5.7499721,Africa
188,189,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Santa Clara,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
189,190,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,male,,,214.0,,Nairobi,Kenya,Publishing,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
190,191,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,male,,,214.0,,Kigali,Rwanda,Education,,checked,Completed,English; French; Swahili; Kinyarwanda,77.78,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
191,192,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,,male,,,214.0,,,Nigeria,,,,None,,50.0,Nigeria,NG,AF,7.9999721,9.6000359,Africa
192,193,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,,30-40,366.0,,Ikeja,Nigeria,,,checked,Completed,,72.22,Nigeria,NG,AF,7.9999721,9.6000359,Africa
193,194,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
194,195,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
195,196,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,30-40,214.0,,Washington,United States of America,Education,,,None,,72.22,United States of America,US,,-100.4458825,39.7837304,North America
196,197,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Dakar,Senegal,,,,Completed,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
197,198,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Salt Lake City,United States of America,,,,Completed,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
198,199,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Boston,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
199,200,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Casablanca,Morocco,,,,Completed,,61.11,Morocco,MA,AF,-7.3362482,31.1728205,Africa
200,201,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
201,202,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,,,214.0,,,South Africa,,,,,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
202,203,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
203,204,RoomMaster,Existing Room member,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
204,205,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
205,206,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Accra,Ghana,,,checked,,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
206,207,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
207,208,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,United States of America,Consulting,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
208,209,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Toronto,Canadian,,,,#REF!,,55.56,Canadian,CI,AF,-100.3839018,35.9120114,Africa
209,210,RoomMaster,,Free Trial,Mid-career Leader,Member Nomination,checked,female,,,31.0,,Accra,Ghana,,,checked,,,55.56,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
210,211,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
211,212,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,San Francisco,United States of America,,,checked,Completed,,66.67,United States of America,US,,-100.4458825,39.7837304,North America
212,213,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Lagos,Nigeria,,,,,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
213,214,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
214,215,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
215,216,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,20-30,214.0,,,Tanzania,Education,,,Completed,,66.67,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
216,217,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
217,218,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Nairobi,Kenya,News Media,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
218,219,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,,,214.0,,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
219,220,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
220,221,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,61.0,,,Nigeria,,,,,,44.44,Nigeria,NG,AF,7.9999721,9.6000359,Africa
221,222,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,checked,Paris,France,,,,None,,66.67,France,FR,EU,1.8883335,46.603354,Europe
222,223,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,checked,,Senegal,,,,None,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
223,224,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
224,225,RoomMaster,,Free Trial,Young Leader,ALU Alumni,checked,male,,,92.0,,Casablanca,Morocco,,,,,,50.0,Morocco,MA,AF,-7.3362482,31.1728205,Africa
225,226,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
226,227,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,checked,London,United Kingdom,,,,None,,66.67,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
227,228,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Mombasa,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
228,229,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,,Witbank Area,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
229,230,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Port Louis,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
230,231,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,checked,,Senegal,,,,None,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
231,232,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
232,233,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,United States of America,,Webinar,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
233,234,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Bujumbura,Burundi,,,,Completed,,66.67,Burundi,BI,AF,29.8870575,-3.3634357,Africa
234,235,RoomMaster,Existing Room member,Founding Member,Senior Leader,Donor,checked,female,,,366.0,checked,San Francisco,United States of America,,,,None,,66.67,United States of America,US,,-100.4458825,39.7837304,North America
235,236,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,Port Elizabeth,South Africa,,,checked,Completed,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
236,237,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
237,238,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
238,239,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Abidjan,Cote d'Ivoire,,,,None,,61.11,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
239,240,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,,male,,,366.0,checked,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
240,241,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,checked,Durban,South Africa,,,checked,,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
241,242,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Lagos,Nigeria,,,checked,None,,72.22,Nigeria,NG,AF,7.9999721,9.6000359,Africa
242,243,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,checked,Lagos,Nigeria,,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
243,244,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,Conakry,Guinea,,,,Completed,,61.11,Guinea,GN,AF,-10.7083587,10.7226226,Africa
244,245,RoomMaster,Joined post-Sprint - July,Free Trial,Mid-career Leader,,checked,female,,,123.0,,Dubai,United Arab Emirates,,,,,,50.0,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
245,246,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Abidjan,Cote d'Ivoire,,,,None,,61.11,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
246,247,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
247,248,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Norton,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
248,249,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,South Africa,Entertainment,,,Completed,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
249,250,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,male,,,184.0,,Kigali,Rwanda,,,,,,55.56,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
250,251,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
251,252,RoomMaster,DSLP Nairobi 2020,Premium Paying,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
252,253,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,30-40,214.0,,Lagos,Nigeria,,,checked,Completed,,72.22,Nigeria,NG,AF,7.9999721,9.6000359,Africa
