,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Country,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Cleaned Country,Country Code,Continent Code,Longitude,Latitude,Continent
474,475,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
475,476,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Cape Town,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
476,477,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,,South Africa,,,,Completed,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
477,478,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
478,479,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Harare,Zimbabwe,,,,,,55.56,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
479,480,RoomMaster,ALU Staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,Pamplemousses,Mauritius,Education,,,Completed,,72.22,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
480,481,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,male,,,214.0,,,Kenya,,,,,,50.0,Kenya,KE,AF,38.4313975,1.4419683,Africa
481,482,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
482,483,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Cape Town,South Africa,,,,Completed,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
483,484,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
484,485,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Boston,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
485,486,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
486,487,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,checked,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
487,488,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
488,489,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
489,490,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
490,491,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
491,492,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,Food,,,None,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
492,493,RoomMaster,,Free Trial,Mid-career Leader,,checked,male,,,153.0,,,United States of America,,,,,,38.89,United States of America,US,,-100.4458825,39.7837304,North America
493,494,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
494,495,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,,male,,,214.0,,,Mauritius,,,,None,,50.0,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
495,496,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Abidjan,Cote d'Ivoire,,,,#REF!,,55.56,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
496,497,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
497,498,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
498,499,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
499,500,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
500,501,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,checked,,South Africa,Manufacturing,,,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
501,502,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
502,503,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
503,504,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,31.0,,,,,,,,,38.89,Unknown,,,,,
504,505,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
505,506,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
506,507,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,Computer,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
507,508,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
508,509,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,female,,,214.0,,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
509,510,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,AIIP 2020,checked,female,,,214.0,,Musina,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
510,511,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
511,512,RoomMaster,The Room staff,Premium Paying,Mid-career Leader,Staff Alumni,checked,male,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,English; Swahili,77.78,Kenya,KE,AF,38.4313975,1.4419683,Africa
512,513,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,,,214.0,,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
513,514,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,40-50,214.0,,Accra,Ghana,,,,None,,66.67,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
514,515,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,,Kenya,Education,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
515,516,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,,40-50,214.0,,,Cape Verde,,,checked,Completed,English; French; Portuguese; Spanish,72.22,Cape Verde,CV,AF,-24.0083947,16.0000552,Africa
516,517,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Abidjan,Cote d'Ivoire,,,,None,,61.11,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
517,518,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Cape Town,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
518,519,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Lagos,Nigeria,,,,,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
519,520,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,male,,30-40,366.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
520,521,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,male,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
521,522,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
522,523,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,30-40,214.0,,Johannesburg,South Africa,,,,None,English,72.22,South Africa,ZA,AF,24.991639,-28.8166236,Africa
523,524,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
524,525,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
525,526,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,153.0,,Bulawayo,Zimbabwe,Education,,,,,61.11,Zimbabwe,ZW,AF,29.35365015971339,-19.01688,Africa
526,527,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Addis Ababa,Ethiopia,,,,None,,61.11,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
527,528,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,20-30,214.0,,Nairobi,Kenya,,,,Completed,English; French,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
528,529,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Cape Town,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
529,530,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,50-60,214.0,,Abidjan,Cote d'Ivoire,,,,None,,66.67,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
530,531,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Environmental,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
531,532,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Dubai,United Arab Emirates,,,,None,,61.11,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
532,533,RoomMaster,ALU staff,Staff Membership,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Kenya,Education,,checked,None,,77.78,Kenya,KE,AF,38.4313975,1.4419683,Africa
533,534,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
534,535,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
535,536,RoomMaster,XL Nairobi 2019,Free Trial,Young Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
536,537,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALA Alumni,checked,female,,,214.0,,Miami,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
537,538,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
538,539,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,female,,,214.0,,Pretoria,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
539,540,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,Staff Alumni,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
540,541,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
541,542,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,male,,20-30,214.0,,Durban,South Africa,,,checked,Completed,,72.22,South Africa,ZA,AF,24.991639,-28.8166236,Africa
542,543,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
543,544,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Boston,United States of America,,,,Completed,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
544,545,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,,United States of America,,,,None,,50.0,United States of America,US,,-100.4458825,39.7837304,North America
545,546,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Kampala,Uganda,,,,None,,61.11,Uganda,UG,AF,32.2166578,1.5333554,Africa
546,547,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
547,548,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,United States of America,,,,None,,50.0,United States of America,US,,-100.4458825,39.7837304,North America
548,549,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Environmental,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
549,550,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
550,551,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2020,checked,male,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
551,552,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Financial,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
552,553,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Beira,Mozambique,,,,None,,61.11,Mozambique,MZ,AF,34.9144977,-19.302233,Africa
553,554,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,male,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
554,555,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
555,556,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
556,557,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,,female,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
557,558,RoomMaster,XL Nairobi 2020,Free Trial,Mid-career Leader,XL Nairobi 2020,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
558,559,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
559,560,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
560,561,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
561,562,RoomMaster,XL Nairobi 2019,Free Trial,Senior Leader,XL Nairobi 2019,checked,female,,40-50,214.0,,Nairobi,Kenya,Insurance,,checked,Completed,English,83.33,Kenya,KE,AF,38.4313975,1.4419683,Africa
562,563,RoomMaster,Joined post-Sprint August,Free Trial,Mid-career Leader,AL Staff,checked,female,,30-40,92.0,,,South Africa,,,,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
563,564,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,Cape Town,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
564,565,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Lagos,Nigeria,,,,Completed,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
565,566,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Environmental,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
566,567,RoomMaster,Joined post-Sprint - July,Founding Member,Senior Leader,,checked,male,,,123.0,,,South Africa,,,,,,44.44,South Africa,ZA,AF,24.991639,-28.8166236,Africa
567,568,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
568,569,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Toronto,Canada,,,,Completed,,61.11,Canada,CA,,-107.991707,61.0666922,North America
569,570,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Abuja,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
570,571,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
571,572,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Polokwane,South Africa,,,,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
572,573,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Pereybere,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
573,574,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
574,575,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,female,,40-50,214.0,,Dakar,Senegal,,,,Completed,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
575,576,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Computer,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
576,577,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
577,578,RoomMaster,,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Financial,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
578,579,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,20-30,214.0,,Nairobi,Kenya,Insurance,,,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
579,580,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
580,581,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,female,,,214.0,,Pretoria,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
581,582,RoomMaster,"""Lifetime Member"" - joined May",Free Trial,Senior Leader,Corporate Partner,checked,male,,,153.0,,Copenhagen,Denmark,,,,,,55.56,Denmark,DK,EU,10.3333283,55.670249,Europe
582,583,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Johannesburg,South Africa,,,checked,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
583,584,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,male,,,214.0,,Addis Ababa,Ethiopia,,,,Completed,,61.11,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
584,585,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,40-50,214.0,,Tema,Ghana,,,,None,English; French,72.22,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
585,586,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,male,,,184.0,,Nairobi,Kenya,,,,,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
586,587,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Rwanda,,,,Completed,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
587,588,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Paris,France,Financial,,,Completed,,66.67,France,FR,EU,1.8883335,46.603354,Europe
588,589,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Cotonou,Benin,,,,,,55.56,Benin,BJ,AF,2.31006719638123,9.2231105,Africa
589,590,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
590,591,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,40-50,366.0,,Lagos,Nigeria,,,,Completed,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
591,592,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,female,,,214.0,,Simonstown,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
592,593,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,30-40,184.0,,Lubumbashi,DRC,,,,,English; French; Swahili,66.67,DRC,CI,AF,23.8222636,-2.9814344,Africa
593,594,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,,male,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
594,595,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
595,596,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,Kenya,,,checked,None,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
596,597,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,30-40,214.0,,Dakar,Senegal,,,checked,Completed,,72.22,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
597,598,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,female,,,214.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
598,599,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,Kenya,,,checked,None,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
599,600,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,male,,,153.0,,,Cote d'Ivoire,,,,,,50.0,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
600,601,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,30-40,214.0,,Dakar,Senegal,,,checked,Completed,,72.22,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
601,602,RoomMaster,Existing Member,Founding Member,Mid-career Leader,Staff Alumni,checked,female,,,366.0,,San Francisco,United States of America,Education,,,,English; Spanish,66.67,United States of America,US,,-100.4458825,39.7837304,North America
602,603,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
603,604,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
604,605,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
605,606,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Dakar,Senegal,Education,,,None,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
606,607,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
607,608,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,,male,,,184.0,,Kigali,Rwanda,,,,,,50.0,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
608,609,RoomMaster,Joined post-Sprint - May,Staff Membership,Young Leader,AL Staff,checked,female,,20-30,184.0,,Nairobi,Kenya,,,,,English; Swahili,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
609,610,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,London,United Kingdom,News Media,,,Completed,,66.67,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
